Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Day,Order_Month,Order_Year,Ship_Day,Ship_Month,Ship_Year,Shipping_Delay,Profit_Margin
2238,Ca-2016-122322,2016-07-15,2016-07-21,Standard Class,Rh-19510,Rick Huthwaite,Home Office,United States,Provo,Utah,84604,West,Off-Su-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.4,5,0.0,12.43,15,July,2016,21,July,2016,6,0.28
2239,Ca-2017-166849,2017-04-20,2017-04-26,Standard Class,Sj-20125,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,60610,Central,Fur-Fu-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats For Medium Pile Carpets,44.4,2,0.6,-52.17,20,April,2017,26,April,2017,6,-1.18
2240,Ca-2016-146633,2016-11-15,2016-11-17,Second Class,Tg-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,Off-Bi-10003527,Office Supplies,Binders,Fellowes Pb500 Electric Punch Plastic Comb Binding Machine With Manual Bind,1016.79,1,0.2,381.3,15,November,2016,17,November,2016,2,0.38
2241,Ca-2016-146633,2016-11-15,2016-11-17,Second Class,Tg-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,Off-Bi-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets For Polaroid Photos,38.14,7,0.2,13.35,15,November,2016,17,November,2016,2,0.35
2242,Us-2016-126893,2016-11-26,2016-01-12,Standard Class,Ct-11995,Carol Triggs,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Tec-Ph-10004165,Technology,Phones,Mitel Mivoice 5330E Ip Phone,494.98,3,0.4,-115.5,26,November,2016,12,January,2016,-319,-0.23
2243,Ca-2017-103380,2017-11-21,2017-11-25,Standard Class,Bf-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,Off-St-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,0.0,15.27,21,November,2017,25,November,2017,4,0.27
2244,Ca-2017-103380,2017-11-21,2017-11-25,Standard Class,Bf-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,Off-Ar-10003856,Office Supplies,Art,Newell 344,5.56,2,0.0,1.45,21,November,2017,25,November,2017,4,0.26
2245,Ca-2017-103380,2017-11-21,2017-11-25,Standard Class,Bf-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,Off-Fa-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,9.02,2,0.0,3.52,21,November,2017,25,November,2017,4,0.39
2246,Ca-2017-103380,2017-11-21,2017-11-25,Standard Class,Bf-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,Off-Ap-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1,0.0,2.24,21,November,2017,25,November,2017,4,0.26
2247,Ca-2017-103380,2017-11-21,2017-11-25,Standard Class,Bf-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,Tec-Ph-10004165,Technology,Phones,Mitel Mivoice 5330E Ip Phone,659.98,3,0.2,49.5,21,November,2017,25,November,2017,4,0.08
2248,Ca-2015-116092,2015-02-15,2015-02-18,Second Class,Jm-16195,Justin Mackendrick,Consumer,United States,Los Angeles,California,90004,West,Off-Pa-10004285,Office Supplies,Paper,Xerox 1959,13.36,2,0.0,6.41,15,February,2015,18,February,2015,3,0.48
2249,Ca-2015-116092,2015-02-15,2015-02-18,Second Class,Jm-16195,Justin Mackendrick,Consumer,United States,Los Angeles,California,90004,West,Off-Bi-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,13.04,15,February,2015,18,February,2015,3,0.31
2250,Ca-2015-116092,2015-02-15,2015-02-18,Second Class,Jm-16195,Justin Mackendrick,Consumer,United States,Los Angeles,California,90004,West,Off-Bi-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,5,0.2,4.18,15,February,2015,18,February,2015,3,0.36
2251,Ca-2015-116092,2015-02-15,2015-02-18,Second Class,Jm-16195,Justin Mackendrick,Consumer,United States,Los Angeles,California,90004,West,Off-Ap-10001391,Office Supplies,Appliances,Kensington 6 Outlet Masterpiece Homeoffice Power Control Center,541.44,6,0.0,157.02,15,February,2015,18,February,2015,3,0.29
2252,Ca-2015-116092,2015-02-15,2015-02-18,Second Class,Jm-16195,Justin Mackendrick,Consumer,United States,Los Angeles,California,90004,West,Off-Pa-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0.0,9.33,15,February,2015,18,February,2015,3,0.48
2253,Ca-2016-117849,2016-04-15,2016-04-17,Second Class,Jk-16120,Julie Kriz,Home Office,United States,San Diego,California,92105,West,Off-Pa-10004327,Office Supplies,Paper,Xerox 1911,143.7,3,0.0,68.98,15,April,2016,17,April,2016,2,0.48
2254,Ca-2015-169201,2015-09-28,2015-01-10,First Class,Hg-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,Off-Ap-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,3,0.0,14.28,28,September,2015,10,January,2015,-261,0.33
2255,Ca-2015-169201,2015-09-28,2015-01-10,First Class,Hg-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,Off-Ap-10002082,Office Supplies,Appliances,Holmes Hepa Air Purifier,43.56,2,0.0,15.25,28,September,2015,10,January,2015,-261,0.35
2256,Ca-2016-164091,2016-09-17,2016-09-22,Standard Class,La-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East,Tec-Ph-10001944,Technology,Phones,Wi-Ex Zboost Yx540 Cellular Phone Signal Booster,437.85,3,0.0,131.35,17,September,2016,22,September,2016,5,0.3
2257,Ca-2016-164091,2016-09-17,2016-09-22,Standard Class,La-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East,Fur-Fu-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder W/Velcro Back, 8-1/2X11, 25/Bx",109.48,2,0.0,33.94,17,September,2016,22,September,2016,5,0.31
2258,Ca-2017-105214,2017-06-16,2017-06-19,First Class,Ts-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,Fur-Ch-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,0.2,90.97,16,June,2017,19,June,2017,3,0.07
2259,Ca-2017-105214,2017-06-16,2017-06-19,First Class,Ts-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,Off-Pa-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" X 5"" Forms Per Page, 600 Sets Per Book",18.54,2,0.0,8.71,16,June,2017,19,June,2017,3,0.47
2260,Ca-2015-117611,2015-08-11,2015-10-11,Second Class,Mz-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,Off-Fa-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0,1,0.0,2.4,11,August,2015,11,October,2015,61,0.48
2261,Ca-2015-117611,2015-08-11,2015-10-11,Second Class,Mz-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,Tec-Ac-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0.0,66.95,11,August,2015,11,October,2015,61,0.18
2262,Us-2015-137960,2015-12-18,2015-12-18,Same Day,Mw-18220,Mitch Webber,Consumer,United States,New York City,New York,10035,East,Tec-Ac-10002253,Technology,Accessories,Imation Bio 8Gb Usb Flash Drive Imation Corp,166.24,1,0.0,24.94,18,December,2015,18,December,2015,0,0.15
2263,Ca-2017-122994,2017-06-02,2017-09-02,First Class,Mv-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204,South,Fur-Bo-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,3,0.0,79.19,2,June,2017,2,September,2017,92,0.22
2264,Ca-2016-131065,2016-11-14,2016-11-16,Second Class,Aa-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,Tec-Ac-10004145,Technology,Accessories,Logitech Dinovo Edge Keyboard,499.98,2,0.0,115.0,14,November,2016,16,November,2016,2,0.23
2265,Ca-2016-131065,2016-11-14,2016-11-16,Second Class,Aa-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,Off-Pa-10002479,Office Supplies,Paper,Xerox 4200 Series Multiuse Premium Copy Paper (20Lb. And 84 Bright),5.28,1,0.0,2.38,14,November,2016,16,November,2016,2,0.45
2266,Ca-2016-131065,2016-11-14,2016-11-16,Second Class,Aa-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,Off-Bi-10004970,Office Supplies,Binders,"Accohide 3-Ring Binder, Blue, 1""",8.26,2,0.0,3.88,14,November,2016,16,November,2016,2,0.47
2267,Ca-2017-149146,2017-12-10,2017-12-10,Same Day,Sm-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110,South,Off-Pa-10003919,Office Supplies,Paper,Xerox 1989,7.97,2,0.2,2.69,10,December,2017,10,December,2017,0,0.34
2268,Ca-2017-137470,2017-09-17,2017-09-17,Same Day,Tp-21415,Tom Prescott,Consumer,United States,Seattle,Washington,98115,West,Off-Pa-10002001,Office Supplies,Paper,Xerox 1984,12.96,2,0.0,6.35,17,September,2017,17,September,2017,0,0.49
2269,Ca-2017-105480,2017-12-20,2017-12-26,Standard Class,Dk-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,Off-Pa-10002787,Office Supplies,Paper,Xerox 227,6.48,1,0.0,3.11,20,December,2017,26,December,2017,6,0.48
2270,Ca-2017-105480,2017-12-20,2017-12-26,Standard Class,Dk-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,Off-Bi-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders With Dubllock Round Rings,6.98,1,0.2,2.36,20,December,2017,26,December,2017,6,0.34
2271,Ca-2017-164917,2017-02-12,2017-07-12,Standard Class,Mk-17905,Michael Kennedy,Corporate,United States,Miami,Florida,33180,South,Off-Ar-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,5,0.2,4.2,12,February,2017,12,July,2017,150,0.09
2272,Ca-2015-102036,2015-09-21,2015-09-27,Standard Class,Cs-12130,Chad Sievert,Consumer,United States,Seattle,Washington,98105,West,Off-St-10003123,Office Supplies,Storage,Fellowes Bases And Tops For Staxonsteel/High-Stak Systems,199.74,6,0.0,47.94,21,September,2015,27,September,2015,6,0.24
2273,Ca-2015-142944,2015-06-03,2015-11-03,Standard Class,Jl-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,Fur-Fu-10000308,Furniture,Furnishings,Deflect-O Glass Clear Studded Chair Mats,435.26,7,0.0,95.76,3,June,2015,3,November,2015,153,0.22
2274,Ca-2015-142944,2015-06-03,2015-11-03,Standard Class,Jl-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,Tec-Co-10003763,Technology,Copiers,Canon Pc1060 Personal Laser Copier,1119.98,2,0.2,377.99,3,June,2015,3,November,2015,153,0.34
2275,Ca-2014-157882,2014-03-10,2014-08-10,Second Class,Ar-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,Fur-Ta-10001866,Furniture,Tables,Bevis Round Conference Room Tables And Bases,143.43,1,0.2,3.59,10,March,2014,10,August,2014,153,0.03
2276,Ca-2014-157882,2014-03-10,2014-08-10,Second Class,Ar-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,Fur-Ch-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3,0.2,13.76,10,March,2014,10,August,2014,153,0.11
2277,Ca-2014-104283,2014-06-27,2014-01-07,Standard Class,Lm-17065,Liz Mackendrick,Consumer,United States,Southaven,Mississippi,38671,South,Off-St-10004337,Office Supplies,Storage,"Safco Commercial Wire Shelving, 72H",306.2,5,0.0,0.0,27,June,2014,7,January,2014,-171,0.0
2278,Ca-2014-104283,2014-06-27,2014-01-07,Standard Class,Lm-17065,Liz Mackendrick,Consumer,United States,Southaven,Mississippi,38671,South,Fur-Ta-10001039,Furniture,Tables,Ki Adjustable-Height Table,85.98,1,0.0,22.35,27,June,2014,7,January,2014,-171,0.26
2279,Ca-2014-104283,2014-06-27,2014-01-07,Standard Class,Lm-17065,Liz Mackendrick,Consumer,United States,Southaven,Mississippi,38671,South,Tec-Ac-10000109,Technology,Accessories,Sony Micro Vault Click 16 Gb Usb 2.0 Flash Drive,223.96,4,0.0,53.75,27,June,2014,7,January,2014,-171,0.24
2280,Ca-2017-142622,2017-10-30,2017-02-11,First Class,Jk-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,Fur-Ch-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.57,2,0.2,-6.1,30,October,2017,11,February,2017,-261,-0.06
2281,Ca-2017-142622,2017-10-30,2017-02-11,First Class,Jk-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,Fur-Ch-10004289,Furniture,Chairs,Global Super Steno Chair,614.27,8,0.2,-23.04,30,October,2017,11,February,2017,-261,-0.04
2282,Ca-2017-142622,2017-10-30,2017-02-11,First Class,Jk-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,Fur-Bo-10004467,Furniture,Bookcases,Bestar Classic Bookcase,199.98,2,0.0,38.0,30,October,2017,11,February,2017,-261,0.19
2283,Ca-2016-132143,2016-03-09,2016-05-09,First Class,Fm-14215,Filia Mcadams,Corporate,United States,Middletown,Connecticut,6457,East,Off-Pa-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” X 11”",48.16,7,0.0,22.15,9,March,2016,9,May,2016,61,0.46
2284,Ca-2015-153108,2015-05-03,2015-09-03,Standard Class,Sf-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,Tec-Ph-10001552,Technology,Phones,I Need'S 3D Hello Kitty Hybrid Silicone Case Cover For Htc One X 4G With 3D Hello Kitty Stylus Pen Green/Pink,23.92,2,0.0,6.7,3,May,2015,3,September,2015,123,0.28
2285,Ca-2015-153108,2015-05-03,2015-09-03,Standard Class,Sf-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,Off-Ap-10002222,Office Supplies,Appliances,Staple Holder,60.69,7,0.0,16.39,3,May,2015,3,September,2015,123,0.27
2286,Ca-2016-112676,2016-05-05,2016-08-05,First Class,Pj-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,Off-Pa-10003971,Office Supplies,Paper,Xerox 1965,14.35,3,0.2,5.2,5,May,2016,5,August,2016,92,0.36
2287,Ca-2017-165687,2017-11-17,2017-11-23,Standard Class,Cs-12355,Christine Sundaresam,Consumer,United States,Salem,Virginia,24153,South,Off-Ap-10004036,Office Supplies,Appliances,Bionaire 99.97% Hepa Air Cleaner,35.04,2,0.0,12.26,17,November,2017,23,November,2017,6,0.35
2288,Us-2017-112928,2017-01-06,2017-05-06,Second Class,Bb-10990,Barry Blumstein,Corporate,United States,Toledo,Ohio,43615,East,Off-Ap-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,5,0.2,1.31,6,January,2017,6,May,2017,120,0.07
2289,Ca-2017-143343,2017-10-06,2017-06-13,First Class,Bw-11200,Ben Wallace,Consumer,United States,Los Angeles,California,90032,West,Off-Ar-10002375,Office Supplies,Art,Newell 351,16.4,5,0.0,4.76,6,October,2017,13,June,2017,-115,0.29
2290,Ca-2017-115154,2017-08-01,2017-11-01,First Class,Rs-19420,Ricardo Sperren,Corporate,United States,Seattle,Washington,98115,West,Fur-Ta-10001950,Furniture,Tables,Balt Solid Wood Round Tables,892.98,2,0.0,80.37,1,August,2017,1,November,2017,92,0.09
2291,Ca-2015-149342,2015-04-20,2015-04-25,Standard Class,Ts-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,Tec-Ph-10001557,Technology,Phones,Pyle Pmp37Led,287.97,3,0.0,77.75,20,April,2015,25,April,2015,5,0.27
2292,Ca-2015-149342,2015-04-20,2015-04-25,Standard Class,Ts-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,Fur-Fu-10002937,Furniture,Furnishings,"Ge 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0.0,297.69,20,April,2015,25,April,2015,5,0.5
2293,Ca-2015-149342,2015-04-20,2015-04-25,Standard Class,Ts-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,Off-Pa-10001166,Office Supplies,Paper,Xerox 2,12.96,2,0.0,6.22,20,April,2015,25,April,2015,5,0.48
2294,Ca-2015-130995,2015-01-11,2015-06-11,Standard Class,Qj-19255,Quincy Jones,Corporate,United States,New York City,New York,10009,East,Tec-Ph-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case For Samsung Galaxy S5 - Purple,4.95,1,0.0,1.34,11,January,2015,11,June,2015,151,0.27
2295,Ca-2017-127929,2017-12-23,2017-12-27,Standard Class,Fm-14215,Filia Mcadams,Corporate,United States,Middletown,Connecticut,6457,East,Fur-Fu-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats For Medium Pile Carpet, Standard Lip, 36"" X 48""",181.95,3,0.0,38.21,23,December,2017,27,December,2017,4,0.21
2296,Ca-2015-113145,2015-01-11,2015-05-11,Standard Class,Vd-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Off-Pa-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52,4,0.0,6.22,11,January,2015,11,May,2015,120,0.46
2297,Ca-2015-113145,2015-01-11,2015-05-11,Standard Class,Vd-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Fur-Fu-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,5,0.0,106.48,11,January,2015,11,May,2015,120,0.41
2298,Ca-2015-113145,2015-01-11,2015-05-11,Standard Class,Vd-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Tec-Ph-10001527,Technology,Phones,Plantronics Mx500I Earset,42.95,1,0.0,1.29,11,January,2015,11,May,2015,120,0.03
2299,Ca-2015-113145,2015-01-11,2015-05-11,Standard Class,Vd-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Tec-Ac-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound Pc Gaming Headset,1399.93,7,0.0,601.97,11,January,2015,11,May,2015,120,0.43
2300,Ca-2015-113145,2015-01-11,2015-05-11,Standard Class,Vd-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Tec-Ph-10002597,Technology,Phones,Xblue Xb-1670-86 X16 Small Office Telephone - Titanium,503.96,4,0.0,125.99,11,January,2015,11,May,2015,120,0.25
2301,Ca-2014-162362,2014-11-14,2014-11-18,Standard Class,Jl-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,Off-Bi-10000756,Office Supplies,Binders,Storex Duratech Recycled Plastic Frosted Binders,12.72,3,0.0,6.36,14,November,2014,18,November,2014,4,0.5
2302,Ca-2014-162362,2014-11-14,2014-11-18,Standard Class,Jl-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,Off-Bi-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,4,0.0,5.64,14,November,2014,18,November,2014,4,0.49
2303,Ca-2016-106558,2016-01-17,2016-01-21,Standard Class,Dl-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,31907,South,Tec-Ac-10001142,Technology,Accessories,First Data Fd10 Pin Pad,316.0,4,0.0,31.6,17,January,2016,21,January,2016,4,0.1
2304,Ca-2017-157931,2017-09-17,2017-09-22,Second Class,Mo-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,Fur-Ch-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,4,0.0,188.22,17,September,2017,22,September,2017,5,0.26
2305,Ca-2017-157931,2017-09-17,2017-09-22,Second Class,Mo-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,Off-Pa-10000474,Office Supplies,Paper,Easy-Staple Paper,106.32,3,0.0,49.97,17,September,2017,22,September,2017,5,0.47
2306,Ca-2016-115574,2016-12-23,2016-12-24,First Class,Bp-11185,Ben Peterman,Corporate,United States,Chicago,Illinois,60623,Central,Fur-Bo-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",141.37,2,0.3,-14.14,23,December,2016,24,December,2016,1,-0.1
2307,Ca-2015-160794,2015-06-08,2015-08-08,First Class,Ms-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041,Central,Off-Pa-10004156,Office Supplies,Paper,Xerox 188,27.22,3,0.2,9.87,8,June,2015,8,August,2015,61,0.36
2308,Ca-2017-116225,2017-05-11,2017-09-11,Standard Class,Sv-20935,Susan Vittorini,Consumer,United States,New York City,New York,10009,East,Tec-Ac-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,390.75,5,0.0,171.93,11,May,2017,11,September,2017,123,0.44
2309,Us-2017-120418,2017-11-06,2017-12-06,First Class,Bc-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,Fur-Ch-10001394,Furniture,Chairs,Global Leather Executive Chair,280.79,1,0.2,35.1,6,November,2017,6,December,2017,30,0.13
2310,Us-2017-120418,2017-11-06,2017-12-06,First Class,Bc-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,Off-St-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.45,4,0.2,7.7,6,November,2017,6,December,2017,30,0.11
2311,Us-2017-120418,2017-11-06,2017-12-06,First Class,Bc-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,Off-Ar-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5,0.2,6.6,6,November,2017,6,December,2017,30,0.07
2312,Us-2017-120418,2017-11-06,2017-12-06,First Class,Bc-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,Off-Ar-10001955,Office Supplies,Art,Newell 319,15.87,1,0.2,1.98,6,November,2017,6,December,2017,30,0.12
2313,Us-2017-120418,2017-11-06,2017-12-06,First Class,Bc-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,Off-St-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.59,3,0.2,-48.51,6,November,2017,6,December,2017,30,-0.23
2314,Ca-2017-122035,2017-07-20,2017-07-25,Standard Class,Em-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Off-La-10004093,Office Supplies,Labels,Avery 486,14.62,2,0.0,6.87,20,July,2017,25,July,2017,5,0.47
2315,Ca-2017-122035,2017-07-20,2017-07-25,Standard Class,Em-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Off-Ap-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32,2,0.0,112.41,20,July,2017,25,July,2017,5,0.27
2316,Ca-2017-122035,2017-07-20,2017-07-25,Standard Class,Em-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Off-Bi-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,43.0,5,0.0,20.21,20,July,2017,25,July,2017,5,0.47
2317,Ca-2017-122035,2017-07-20,2017-07-25,Standard Class,Em-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Fur-Ch-10003833,Furniture,Chairs,Novimex Fabric Task Chair,182.94,3,0.0,27.44,20,July,2017,25,July,2017,5,0.15
2318,Ca-2017-122035,2017-07-20,2017-07-25,Standard Class,Em-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Off-Bi-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,60.83,7,0.0,30.42,20,July,2017,25,July,2017,5,0.5
2319,Ca-2017-122035,2017-07-20,2017-07-25,Standard Class,Em-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Tec-Ac-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,0.0,132.59,20,July,2017,25,July,2017,5,0.34
2320,Ca-2015-117828,2015-12-23,2015-12-26,First Class,Bd-11500,Bradley Drucker,Consumer,United States,Richmond,Virginia,23223,South,Off-Ap-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,194.32,4,0.0,56.35,23,December,2015,26,December,2015,3,0.29
2321,Ca-2017-165491,2017-03-20,2017-03-24,Standard Class,Hw-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98115,West,Tec-Ac-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted Usb Flash Drive - 16 Gb,265.93,7,0.0,63.82,20,March,2017,24,March,2017,4,0.24
2322,Ca-2015-109470,2015-12-31,2016-03-01,Second Class,Kc-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,Off-Bi-10004492,Office Supplies,Binders,Tuf-Vin Binders,94.74,3,0.0,44.53,31,December,2015,1,March,2016,61,0.47
2323,Ca-2015-109470,2015-12-31,2016-03-01,Second Class,Kc-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,Off-Bi-10001072,Office Supplies,Binders,"Gbc Clear Cover, 8-1/2 X 11, Unpunched, 25 Covers Per Pack",60.64,4,0.0,27.89,31,December,2015,1,March,2016,61,0.46
2324,Ca-2015-109470,2015-12-31,2016-03-01,Second Class,Kc-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,Off-Bi-10003707,Office Supplies,Binders,Aluminum Screw Posts,76.3,5,0.0,38.15,31,December,2015,1,March,2016,61,0.5
2325,Ca-2015-109470,2015-12-31,2016-03-01,Second Class,Kc-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,Off-Bi-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,364.8,12,0.0,167.81,31,December,2015,1,March,2016,61,0.46
2326,Ca-2015-105102,2015-09-15,2015-09-19,Second Class,Bm-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,Off-Bi-10002082,Office Supplies,Binders,Gbc Twin Loop Wire Binding Elements,79.87,3,0.2,29.95,15,September,2015,19,September,2015,4,0.37
2327,Ca-2015-105102,2015-09-15,2015-09-19,Second Class,Bm-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,Fur-Bo-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.38,1,0.2,1.16,15,September,2015,19,September,2015,4,0.03
2328,Ca-2015-105102,2015-09-15,2015-09-19,Second Class,Bm-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,Off-Pa-10002365,Office Supplies,Paper,Xerox 1967,12.96,2,0.0,6.22,15,September,2015,19,September,2015,4,0.48
2329,Ca-2017-138422,2017-09-23,2017-09-26,First Class,Kn-16705,Kristina Nunn,Home Office,United States,Fort Collins,Colorado,80525,West,Off-En-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.35,3,0.2,5.2,23,September,2017,26,September,2017,3,0.36
2330,Us-2015-147739,2015-12-25,2015-12-29,Standard Class,Jd-16150,Justin Deggeller,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Fur-Fu-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.14,4,0.2,-68.39,25,December,2015,29,December,2015,4,-0.12
